n porównania przestawienia czas
5700 470890 348281 7.341 
5700 472155 344484 9.602 
5700 465870 344338 10.673 
5700 463281 344967 11.681 
5700 468281 344940 7.516 
5700 467092 346072 7.319 
5700 461196 339286 7.24 
5700 467291 342241 9.535 
5700 462004 343103 10.065 
5700 464468 341936 7.229 
5700 461414 341872 8.076 
5700 464487 342584 10.693 
5700 466005 343674 9.715 
5700 466796 341649 7.276 
5700 463683 341328 10.452 
5700 465338 342124 8.634 
5700 463098 343164 10.664 
5700 437584 317319 8.881 
5700 467198 343748 10.257 
5700 460787 340791 11.511 
5700 441042 324592 7.448 
5700 460664 342364 8.175 
5700 454452 335395 9.481 
5700 463684 341419 7.299 
5700 461037 340810 7.331 
5700 461442 343035 7.44 
5700 467289 345056 10.569 
5700 462268 340436 9.031 
5700 463235 340438 10.358 
5700 459839 338087 7.215 
5700 467910 344944 7.99 
5700 459598 337477 7.216 
5700 462882 343668 11.44 
5700 461254 341769 11.108 
5700 467181 343427 9.388 
5700 465922 344177 7.327 
5700 461249 342396 7.228 
5700 455058 341156 7.258 
5700 459240 341276 7.251 
5700 459742 340076 10.274 
5700 460638 341612 9.439 
5700 464294 344793 11.259 
5700 458834 343433 7.282 
5700 467206 341863 9.472 
5700 461876 342935 7.245 
5700 466770 343817 10.862 
5700 460373 342054 10.593 
5700 466268 341902 8.961 
5700 458758 341179 8.565 
5700 460299 343421 8.713 
5700 462968 344258 7.294 
5700 469662 345959 7.564 
5700 449213 327280 7.073 
5700 463774 344297 8.092 
5700 465846 343866 8.775 
5700 465215 342142 7.278 
5700 462143 342276 10.755 
5700 460215 339388 7.243 
5700 466332 346364 7.31 
5700 460862 339022 8.583 
5700 466854 346099 9.277 
5700 462843 340538 11.055 
5700 464241 344816 9.882 
5700 461310 340122 7.24 
5700 458307 342105 7.29 
5700 464657 340735 7.367 
5700 465288 344623 7.383 
5700 467044 343804 7.284 
5700 460979 340701 9.707 
5700 458048 343112 7.737 
5700 459798 342485 7.804 
5700 458461 340615 10.192 
5700 467257 342870 7.698 
5700 463159 343399 7.818 
5700 463863 343653 7.306 
5700 456921 339117 9.551 
5700 452157 332759 9.904 
5700 465429 344976 7.31 
5700 459921 341580 7.234 
5700 464457 345199 8.335 
5700 455423 338197 11.25 
5700 462693 342012 8.181 
5700 465027 342118 7.272 
5700 467976 343180 8.132 
5700 464398 343244 10.511 
5700 459301 341775 7.32 
5700 465845 341384 7.25 
5700 461305 342137 10.024 
5800 473192 350149 8.652 
5800 473939 349601 7.93 
5800 476562 351224 7.449 
5800 474914 348145 7.469 
5800 474446 350593 10.323 
5800 475202 352830 8.191 
5800 466603 346450 7.354 
5800 468830 348429 9.13 
5800 472848 349916 10.551 
5800 476378 351627 10.521 
5800 472813 350789 11.265 
5800 471447 347281 10.216 
5800 476373 355398 9.86 
5800 468967 346506 7.377 
5800 473280 350372 8.396 
5800 473923 351458 7.832 
5800 476818 352581 7.484 
5800 469563 349633 11.236 
5800 470095 350199 10.56 
5800 476245 351456 8.405 
5800 469789 346732 7.355 
5800 470374 348292 7.459 
5800 467116 350328 8.881 
5800 470215 345149 7.627 
5800 471609 350235 7.428 
5800 472609 348888 11.531 
5800 474258 350787 7.458 
5800 471216 348704 7.462 
5800 472173 349881 10.479 
5800 470748 347146 11.363 
5800 475415 349640 7.911 
5800 469407 348492 7.469 
5800 472465 346650 9.585 
5800 468945 346718 7.435 
5800 471546 349682 8.37 
5800 471680 349982 7.595 
5800 475412 352013 7.429 
5800 471954 350463 10.348 
5800 468675 347350 7.348 
5800 473437 346020 9.938 
5800 472902 351363 8.713 
5800 471518 349362 7.463 
5800 473573 351745 8.55 
5800 443861 325969 7.056 
5800 463146 343922 7.28 
5800 473202 348176 10.398 
5800 471561 345927 7.426 
5800 472787 346850 10.838 
5800 470865 346388 8.227 
5800 471353 349889 7.393 
5800 478261 349963 7.479 
5800 473288 346161 10.78 
5800 470446 347556 9.925 
5800 472455 348051 10.67 
5800 473922 347119 10.654 
5800 469522 348938 7.396 
5800 465497 346060 10.842 
5800 471584 347065 10.515 
5800 470492 351349 7.423 
5800 466931 347599 7.405 
5800 468295 347435 7.384 
5800 475324 349520 7.421 
5800 468481 346822 11.252 
5800 471930 346769 11.209 
5800 469759 350870 7.405 
5800 469958 348679 10.45 
5800 469489 346944 7.402 
5800 468498 348136 7.4 
5800 472959 351793 7.636 
5800 473120 350331 10.17 
5800 474102 346879 7.378 
5800 468897 349822 7.388 
5800 468046 346644 7.358 
5800 472916 349058 7.482 
5800 476321 351931 7.419 
5800 475551 351312 11.472 
5800 473062 348301 10.626 
5800 463502 340221 11.519 
5800 482877 353433 10.003 
5800 471475 346753 7.404 
5800 475463 350059 7.626 
5800 474644 350683 7.47 
5800 469605 349879 9.73 
5800 474658 350126 9.971 
5800 472922 348304 8.167 
5800 463095 341448 7.262 
5800 465169 343212 7.301 
5800 474419 348517 7.382 
5800 480455 355856 10.888 
5800 472382 349088 7.374 
5800 468911 348731 10.448 
5800 472953 352093 8.175 
5800 476548 353399 8.214 
5800 474638 349731 7.503 
5800 473073 350588 9.945 
5800 473565 350413 7.48 
5800 475532 350590 7.423 
5800 470707 351729 7.445 
5800 468466 346883 7.398 
5800 472374 349230 10.759 
5900 480533 356669 9.5 
5900 459835 335884 9.475 
5900 478608 354184 9.632 
5900 469056 347137 10.484 
5900 485237 358433 7.618 
5900 484465 359185 7.849 
5900 481175 352671 8.56 
5900 488130 357902 7.576 
5900 487067 358167 7.556 
5900 481804 355871 7.577 
5900 489903 360030 8.292 
5900 480500 357460 7.991 
5900 486805 359321 9.648 
5900 484488 358508 8.748 
5900 484705 359232 8.169 
5900 478938 354311 7.513 
5900 482174 358760 7.61 
5900 483493 358238 10.83 
5900 481922 358390 7.621 
5900 483192 356422 7.993 
5900 487089 359996 7.586 
5900 485946 360047 10.77 
5900 483934 358839 10.614 
5900 483512 355860 10.677 
5900 487873 362616 7.596 
5900 485521 362213 10.25 
5900 480520 356692 9.544 
5900 487487 360208 7.596 
5900 486646 355624 12.298 
5900 491622 361994 7.764 
5900 486034 360944 8.066 
5900 476100 352903 8.494 
5900 478736 356086 7.594 
5900 481203 357540 9.844 
5900 476893 355142 7.512 
5900 486106 358591 11.003 
5900 480922 356965 10.624 
5900 485324 357685 7.662 
5900 482060 358998 9.596 
5900 484269 355088 10.551 
5900 481810 355577 7.956 
5900 481978 356576 7.63 
5900 484172 358531 7.646 
5900 486798 361025 10.996 
5900 474659 352094 7.536 
5900 485693 359606 7.599 
5900 479950 357256 7.52 
5900 482774 354157 7.867 
5900 478926 355152 7.509 
5900 485081 362354 7.672 
5900 476641 356110 11.152 
5900 482666 356212 7.581 
5900 483434 355768 7.62 
5900 486853 356967 11.833 
5900 483768 357844 8.259 
5900 481460 355258 8.032 
5900 485441 358600 7.608 
5900 479243 356314 13.095 
5900 484625 358330 8.751 
5900 485423 358334 11.225 
5900 488371 359769 7.569 
5900 475938 357239 7.551 
5900 486282 360385 7.644 
5900 482128 355388 8.842 
5900 473674 351203 12.06 
5900 478791 355511 7.537 
5900 485978 359352 7.624 
5900 480166 356250 7.596 
5900 480082 356954 7.565 
5900 483606 352909 11.007 
5900 468668 345882 8.226 
5900 486601 358121 8.505 
5900 481896 356262 10.695 
5900 481005 356983 9.555 
5900 485826 358614 8.492 
5900 478991 353623 8.238 
5900 478777 355108 7.567 
5900 486917 356439 7.591 
5900 487345 359593 7.703 
5900 481075 356663 9.994 
5900 482259 359508 7.567 
5900 483973 358822 7.619 
5900 481970 355995 10.213 
5900 484606 358682 7.589 
5900 480874 358898 8.012 
5900 484907 357994 7.663 
5900 484626 357004 7.774 
5900 480220 358026 7.514 
5900 487554 358214 11.023 
5900 485113 356902 8.315 
5900 481832 356172 7.628 
5900 487364 356676 9.308 
5900 482428 357689 7.578 
5900 491310 360749 7.654 
5900 488011 357146 7.649 
5900 471891 347312 7.433 
5900 477771 352868 7.51 
5900 484942 357370 7.582 
5900 483680 358551 7.613 
5900 473941 353794 7.869 
6000 489580 363442 10.042 
6000 492605 366210 8.667 
6000 488930 362649 10.851 
6000 482190 360357 7.754 
6000 491967 362514 8.972 
6000 489529 363511 9.981 
6000 492834 368501 7.803 
6000 496364 366248 7.752 
6000 484614 360749 8.937 
6000 498655 367103 8.222 
6000 503147 367484 10.492 
6000 487734 361815 7.682 
6000 494856 366285 10.984 
6000 492070 363225 10.086 
6000 494209 366008 10.992 
6000 488513 361643 10.145 
6000 495282 365348 10.162 
6000 495653 367376 10.306 
6000 493222 364437 10.753 
6000 494420 364790 7.752 
6000 493137 363013 7.729 
6000 486463 361085 7.684 
6000 492995 362612 7.778 
6000 481981 356627 12.926 
6000 496569 366969 7.768 
6000 490486 363777 7.726 
6000 494213 366292 7.804 
6000 486086 359322 8.113 
6000 498253 369009 7.818 
6000 492962 364352 10.636 
6000 492535 363184 9.542 
6000 495822 368595 7.805 
6000 489965 363517 10.376 
6000 491922 363598 7.784 
6000 485750 358682 7.62 
6000 490978 363310 7.692 
6000 486901 360924 7.677 
6000 496855 362576 7.866 
6000 496671 361154 7.714 
6000 492609 360897 8.683 
6000 485632 359757 9.987 
6000 492077 363473 11.323 
6000 491218 365454 7.738 
6000 490291 364480 7.741 
6000 491457 364222 10.098 
6000 490485 366558 7.744 
6000 494672 365734 7.69 
6000 492544 367164 7.745 
6000 487439 363886 8.593 
6000 491958 364014 9.775 
6000 489110 360871 10.447 
6000 495034 363464 11.016 
6000 490620 365922 9.242 
6000 489208 362634 10.255 
6000 492218 360611 7.723 
6000 488023 364297 11.264 
6000 491870 363692 10.133 
6000 490441 364981 10.749 
6000 493195 361698 7.82 
6000 489056 358972 8.456 
6000 494891 366111 7.828 
6000 486262 357664 7.616 
6000 495537 362634 8.3 
6000 493909 367110 11.352 
6000 492932 367057 7.754 
6000 491957 366310 8.398 
6000 497125 368144 7.836 
6000 498117 368334 8.128 
6000 492063 361702 11.085 
6000 480334 349939 7.532 
6000 492209 365797 7.741 
6000 489215 361780 7.653 
6000 485624 356544 10.759 
6000 493144 365479 9.999 
6000 494457 363972 7.767 
6000 492266 364342 7.817 
6000 489947 364450 7.693 
6000 492090 364915 12.097 
6000 495915 367545 9.521 
6000 489328 360733 7.673 
6000 494769 369124 7.949 
6000 484806 359425 7.641 
6000 470990 347174 10.675 
6000 495821 361290 9.645 
6000 491479 362221 8.159 
6000 496396 365004 7.925 
6000 490195 361167 7.733 
6000 488643 363645 7.68 
6000 492289 363317 7.694 
6000 491379 363037 7.686 
6000 485732 364170 7.661 
6000 494686 366686 9.861 
6000 479252 353847 9.423 
6000 486874 360376 9.321 
6000 490959 365498 7.763 
6000 491665 364926 7.737 
6000 496999 366305 7.795 
6000 494078 366039 7.782 
6000 485505 362174 10.852 
6000 496366 363508 8.968 
6100 508254 375131 11.559 
6100 503184 372629 10.083 
6100 506494 373280 8.184 
6100 502279 372206 7.882 
6100 498377 372451 7.87 
6100 502177 369567 7.939 
6100 502556 373529 9.607 
6100 490858 366895 8.045 
6100 496592 370026 7.84 
6100 496408 370196 7.841 
6100 503491 370734 7.886 
6100 496325 369055 10.133 
6100 501208 368262 8.712 
6100 494526 365761 10.957 
6100 505039 371760 9.523 
6100 503184 370916 7.905 
6100 506380 374302 7.853 
6100 500493 368671 8.972 
6100 501996 367375 7.908 
6100 507453 374209 12.151 
6100 497925 368721 12.227 
6100 505393 370910 10.555 
6100 502872 374228 7.871 
6100 506444 372105 7.961 
6100 495039 368256 7.779 
6100 497300 371373 11.287 
6100 485596 361023 7.748 
6100 480486 353006 7.55 
6100 504658 373691 8.656 
6100 494925 369491 8.464 
6100 492095 365157 7.751 
6100 505632 376664 7.921 
6100 499020 368925 8.896 
6100 505041 370935 8.811 
6100 503856 373839 7.914 
6100 501679 370792 10.293 
6100 499070 372451 7.837 
6100 505339 371184 11.02 
6100 500061 368500 11.202 
6100 486959 355298 7.766 
6100 501178 369906 10.68 
6100 503718 373932 7.942 
6100 494162 366745 9.839 
6100 500492 369848 7.819 
6100 496242 368567 7.812 
6100 504412 370884 11.332 
6100 495788 362913 7.766 
6100 496009 366880 7.831 
6100 504164 373260 11.649 
6100 494023 368811 8.094 
6100 503455 371877 9.442 
6100 499047 367781 10.168 
6100 486810 360884 7.681 
6100 500588 369672 11.937 
6100 500253 371708 7.838 
6100 499719 371731 8.264 
6100 498362 368442 10.263 
6100 503236 372574 7.892 
6100 499391 368183 7.803 
6100 495420 368814 7.904 
6100 501206 371198 11.079 
6100 504273 370214 7.881 
6100 497457 367535 7.788 
6100 499250 368012 8.992 
6100 497394 371513 10.859 
6100 497101 369764 7.962 
6100 495646 369640 12.431 
6100 505780 374057 7.936 
6100 497310 370024 9.78 
6100 502505 371911 7.825 
6100 493734 367818 7.795 
6100 503930 369719 8.763 
6100 513732 374846 7.914 
6100 491460 361528 11.234 
6100 496806 367173 7.826 
6100 500596 371358 7.881 
6100 499189 366563 10.814 
6100 496054 367802 9.993 
6100 508480 371983 10.843 
6100 503233 369527 7.843 
6100 503001 370867 12.387 
6100 502559 371707 8.186 
6100 500021 371489 9.691 
6100 500481 371340 7.965 
6100 500627 368880 8.381 
6100 500730 370559 7.919 
6100 493839 369295 7.813 
6100 498818 372971 7.826 
6100 500894 371701 10.558 
6100 500699 370381 7.812 
6100 500025 370266 9.079 
6100 500714 371977 8.403 
6100 505208 374910 8.428 
6100 498754 368956 11.916 
6100 500244 370421 7.891 
6100 507539 371146 10.485 
6100 501881 372438 10.401 
6100 496307 369042 7.827 
6100 497774 366605 8.854 
6100 484161 353115 7.578 
6200 512690 380981 10.388 
6200 510429 378556 10.74 
6200 509342 380861 8.068 
6200 504861 378052 8.844 
6200 506864 377138 7.996 
6200 502868 369202 9.872 
6200 513950 382610 8.233 
6200 516381 381496 10.471 
6200 512814 380398 8.51 
6200 490111 360273 8.665 
6200 514283 377685 9.119 
6200 512336 378930 9.779 
6200 517694 382447 9.367 
6200 509828 376339 10.251 
6200 506910 374756 9.256 
6200 510310 379505 10.962 
6200 514275 380375 8.115 
6200 505338 374939 10.656 
6200 507646 380559 8.028 
6200 518366 380007 8.98 
6200 509091 379438 12.02 
6200 506979 376130 8.867 
6200 509700 378611 7.979 
6200 501981 371691 10.616 
6200 508808 373938 10.825 
6200 513692 380867 11.737 
6200 514101 380650 8.097 
6200 517464 382172 11.325 
6200 506396 374436 9.69 
6200 519798 380642 12.227 
6200 506250 374755 9.837 
6200 506250 377072 9.916 
6200 505591 373711 8.718 
6200 507258 376542 11.866 
6200 506968 378851 10.269 
6200 513833 382104 8.809 
6200 515890 378838 10.852 
6200 513287 380660 9.521 
6200 511913 379208 11.835 
6200 510718 379946 8.059 
6200 511728 378028 8.024 
6200 510899 376511 8.591 
6200 516430 377325 8.046 
6200 508346 374907 7.95 
6200 515525 377529 11.374 
6200 507780 378061 10.397 
6200 506462 376706 10.813 
6200 508678 380406 8.041 
6200 513209 380517 8.623 
6200 513702 379551 8.291 
6200 507502 375046 8.291 
6200 506836 375457 9.928 
6200 512200 377311 10.884 
6200 515507 380828 9.96 
6200 514181 379892 10.25 
6200 513703 378953 8.057 
6200 510562 379618 12.029 
6200 512777 377813 9.187 
6200 499977 371897 10.9 
6200 506059 376096 10.466 
6200 504540 370980 7.8 
6200 506355 377214 7.905 
6200 511911 379676 10.637 
6200 515174 380602 7.987 
6200 509915 379719 8.192 
6200 508724 373775 10.406 
6200 504226 378887 8.885 
6200 500249 373700 8.065 
6200 513627 377565 8.397 
6200 512491 377927 8.038 
6200 517504 381776 8.03 
6200 507820 379600 7.99 
6200 504855 375811 7.941 
6200 510546 379295 11.878 
6200 508357 377830 11.846 
6200 511895 380654 10.154 
6200 513362 378702 10.617 
6200 504057 372642 7.942 
6200 510420 380465 11.885 
6200 516352 380570 8.025 
6200 509288 379477 9.991 
6200 508807 375040 11.032 
6200 511637 378258 8.111 
6200 511858 378126 11.809 
6200 508587 380720 8.103 
6200 511989 378647 7.968 
6200 509447 375204 8.577 
6200 509296 381872 8.3 
6200 508685 376748 8.909 
6200 514605 379268 8.612 
6200 513493 377666 7.973 
6200 509704 380812 10.918 
6200 517420 382646 10.9 
6200 513163 376783 8.04 
6200 511119 380034 8.306 
6200 511256 377885 7.899 
6200 510920 380966 11.391 
6200 507061 378744 8.111 
6200 502919 374312 7.968 
6200 516660 382603 11.143 
6300 512447 382516 9.448 
6300 518885 385567 8.16 
6300 522130 385441 8.145 
6300 521052 387254 8.731 
6300 519201 387122 9.316 
6300 520482 387049 10.607 
6300 520770 385983 8.19 
6300 519065 381748 11.448 
6300 520269 388183 10.656 
6300 522110 389034 11.432 
6300 517948 385113 8.13 
6300 523559 382266 10.485 
6300 520136 382130 10.907 
6300 516745 381559 9.086 
6300 523289 390181 8.211 
6300 523900 384156 10.443 
6300 519734 384222 8.631 
6300 531603 389288 11.787 
6300 512468 381565 10.179 
6300 509820 380833 11.132 
6300 509069 375370 11.465 
6300 517105 382034 8.242 
6300 521149 386318 9.771 
6300 517861 384145 8.876 
6300 516998 382974 8.743 
6300 528358 385623 10.134 
6300 518289 385627 10.974 
6300 521828 382806 8.291 
6300 513232 385061 8.064 
6300 524834 389065 8.181 
6300 520287 384916 8.985 
6300 514842 381892 8.031 
6300 517435 383372 8.626 
6300 519373 384357 10.42 
6300 511046 380491 11.185 
6300 514293 381057 8.138 
6300 521320 385566 10.157 
6300 510033 379182 8.011 
6300 527442 388393 9.373 
6300 521783 384394 10.286 
6300 516554 384218 8.105 
6300 522538 386654 8.169 
6300 518665 384548 8.119 
6300 521914 384563 8.082 
6300 522452 386037 8.414 
6300 518046 386340 10.826 
6300 522212 388138 12.321 
6300 496666 368147 7.879 
6300 515044 385534 10.668 
6300 519623 386389 10.358 
6300 518496 383854 10.231 
6300 526790 385556 9.703 
6300 515937 383542 9.75 
6300 516854 380034 8.545 
6300 512505 378737 10.531 
6300 531455 391780 9.91 
6300 524606 384734 8.874 
6300 520720 387140 10.151 
6300 524905 384374 11.388 
6300 526608 384825 8.187 
6300 521236 387590 11.672 
6300 517583 379212 8.059 
6300 524054 385837 8.221 
6300 522937 383606 8.145 
6300 524339 386590 9.005 
6300 516938 383169 10.148 
6300 517522 382841 8.132 
6300 516125 382804 10.444 
6300 518226 385747 8.143 
6300 522573 382319 11.584 
6300 525132 388427 8.154 
6300 519103 380319 8.014 
6300 526882 388546 8.203 
6300 522373 388245 8.254 
6300 519271 383041 8.697 
6300 516136 385500 9.196 
6300 516797 382610 8.625 
6300 522562 383760 11.778 
6300 522584 387826 8.185 
6300 525069 386509 8.183 
6300 520837 388839 8.211 
6300 514234 379770 9.968 
6300 522725 383977 11.113 
6300 522413 385382 11.513 
6300 521909 387919 8.163 
6300 513559 377796 8.506 
6300 522486 386362 10.214 
6300 516788 382163 8.752 
6300 511075 383098 8.042 
6300 518965 386483 9.136 
6300 525652 389521 9.069 
6300 522356 387696 8.158 
6300 520666 386043 10.998 
6300 522720 389101 8.172 
6300 522695 385475 8.122 
6300 523067 387681 8.139 
6300 514324 382131 12.167 
6300 515433 383064 8.376 
6300 522082 387315 12.209 
6300 517990 384574 11.557 
6400 537185 393933 10.43 
6400 535693 391229 11.714 
6400 528596 389001 8.314 
6400 532796 390145 8.278 
6400 527408 393370 10.481 
6400 510300 379523 9.013 
6400 525672 392906 8.258 
6400 526660 391176 8.325 
6400 525659 393571 8.288 
6400 521402 389788 8.172 
6400 526570 388967 8.681 
6400 526235 391227 9.782 
6400 529843 389988 10.486 
6400 524865 388795 8.899 
6400 533338 392960 8.302 
6400 531865 391744 10.618 
6400 523537 388571 11.424 
6400 531265 393812 11.888 
6400 526431 387455 11.947 
6400 532879 393581 8.315 
6400 528451 394058 8.351 
6400 537530 397169 8.585 
6400 529581 389462 10.664 
6400 529771 392610 11.178 
6400 530898 391726 8.265 
6400 522860 388059 8.23 
6400 526426 392305 10.693 
6400 527488 393072 8.285 
6400 530700 392777 9.109 
6400 527334 393638 8.269 
6400 527365 390814 8.269 
6400 527101 393736 8.302 
6400 522783 391495 10.871 
6400 525669 390535 8.22 
6400 523787 387540 11.226 
6400 533714 394001 8.318 
6400 525700 388994 10.781 
6400 528125 395950 8.327 
6400 531713 394553 11.006 
6400 525858 390959 8.215 
6400 527475 393132 8.285 
6400 528485 391002 8.223 
6400 536640 390849 8.99 
6400 528800 393061 8.298 
6400 526674 391843 9.276 
6400 530596 393281 8.612 
6400 521551 387771 8.147 
6400 530372 392091 9.194 
6400 531877 391911 8.56 
6400 535176 393486 8.314 
6400 532139 395027 8.896 
6400 523419 391924 8.205 
6400 530972 391052 11.063 
6400 521443 389540 8.216 
6400 527832 392835 8.297 
6400 530715 394155 8.301 
6400 537647 392737 9.869 
6400 525378 391998 8.867 
6400 529875 391946 8.924 
6400 527688 392967 11.766 
6400 528278 389630 11.276 
6400 527505 392556 10.121 
6400 522551 389948 11.079 
6400 525125 387683 8.179 
6400 526562 391504 8.247 
6400 526148 390187 8.378 
6400 527774 386641 10.893 
6400 526608 390832 11.539 
6400 530173 391826 8.863 
6400 527842 389915 11.544 
6400 528644 392612 10.197 
6400 528191 384378 8.143 
6400 529023 392322 8.226 
6400 531511 392893 9.269 
6400 527234 392238 8.341 
6400 528755 394592 10.597 
6400 531056 390483 11.434 
6400 517832 388297 8.192 
6400 531761 393974 8.328 
6400 526524 388611 10.072 
6400 525870 391340 8.957 
6400 530731 391198 8.24 
6400 526217 387253 10.984 
6400 531560 390351 10.201 
6400 534030 392500 10.956 
6400 529687 391740 8.382 
6400 532558 393124 8.301 
6400 532815 393495 8.3 
6400 531724 395700 10.927 
6400 528798 393394 8.279 
6400 534853 393352 11.228 
6400 535546 394051 8.303 
6400 534139 393116 11.099 
6400 528531 394022 8.259 
6400 523636 391004 10.364 
6400 524714 389182 8.744 
6400 527635 391890 8.231 
6400 523610 387496 8.219 
6400 531060 392313 8.312 
6400 532049 396523 11.727 
6500 546033 399982 9.774 
6500 537809 398709 8.449 
6500 541565 400549 8.481 
6500 533494 395882 8.407 
6500 530837 397301 8.403 
6500 535765 396016 8.379 
6500 545861 398862 8.631 
6500 525918 387651 12.009 
6500 543503 398247 8.433 
6500 534628 396868 12.091 
6500 541253 404285 8.409 
6500 541771 400969 8.487 
6500 540843 399378 8.444 
6500 545822 404650 12.634 
6500 542379 403775 8.493 
6500 537115 397350 11.892 
6500 544665 401796 9.22 
6500 541923 399160 8.387 
6500 531364 391773 8.323 
6500 531279 394644 8.35 
6500 538425 397599 11.801 
6500 515836 381659 8.116 
6500 529357 392542 8.293 
6500 537571 398323 11.189 
6500 539568 397135 11.029 
6500 533305 394083 8.357 
6500 539690 397666 9.003 
6500 537893 398342 8.439 
6500 538207 399558 11.393 
6500 538737 400728 11.669 
6500 537667 403253 8.458 
6500 540237 398642 8.8 
6500 540118 400948 8.414 
6500 527845 390673 8.88 
6500 531251 393430 11.236 
6500 540338 398190 11.749 
6500 539612 401529 10.162 
6500 539857 401009 9.161 
6500 532079 395101 10.164 
6500 527881 388711 8.921 
6500 542123 402252 8.494 
6500 539860 395663 8.396 
6500 540764 399529 8.854 
6500 541895 402003 9.103 
6500 538882 400559 9.149 
6500 540777 399650 8.679 
6500 544861 399407 9.845 
6500 534691 395783 8.37 
6500 534667 397573 11.844 
6500 539767 400962 8.681 
6500 538322 401297 9.054 
6500 534638 399164 8.429 
6500 537475 399457 9.185 
6500 537525 401638 13.124 
6500 531845 397393 12.501 
6500 529699 393345 8.539 
6500 526029 388180 10.844 
6500 541518 401996 11.779 
6500 538333 398527 8.412 
6500 543372 398143 8.422 
6500 534606 399551 9.024 
6500 541689 397225 10.548 
6500 532820 399319 12.222 
6500 535174 398952 12.447 
6500 536705 401489 12.396 
6500 538833 399442 11.625 
6500 533162 395077 8.377 
6500 540978 396997 9.281 
6500 543720 400385 8.427 
6500 541367 400904 11.376 
6500 540494 401136 9.065 
6500 532529 391203 11.791 
6500 537366 397787 12.184 
6500 537240 402268 9.202 
6500 543610 400333 8.505 
6500 541562 399851 11.694 
6500 530591 391302 8.338 
6500 544634 402202 11.823 
6500 535925 402644 10.427 
6500 537492 398433 11.179 
6500 531161 396712 8.355 
6500 540757 400589 10.385 
6500 530372 398938 11.788 
6500 530022 389105 8.32 
6500 534907 394383 11.12 
6500 537480 399801 10.428 
6500 537261 396562 12.063 
6500 523216 389057 8.255 
6500 537550 397664 8.395 
6500 531577 394296 8.291 
6500 542613 404519 9.299 
6500 534071 396750 10.778 
6500 540015 401092 11.925 
6500 538322 399980 11.278 
6500 528622 394308 10.918 
6500 541465 398657 8.436 
6500 539090 402268 8.495 
6500 536493 397105 8.497 
6500 530802 396757 8.35 
6500 541145 403737 8.853 
6600 542783 404465 9.708 
6600 544369 401032 12.236 
6600 544986 402807 10.239 
6600 543627 407306 11.526 
6600 552473 410158 10.662 
6600 544849 402317 9.207 
6600 550144 408505 11.164 
6600 540447 399992 8.748 
6600 546596 402881 8.533 
6600 549088 407741 8.88 
6600 549961 404349 11.116 
6600 545519 405666 8.959 
6600 552780 409008 9.45 
6600 548387 405889 9.292 
6600 547246 401840 8.879 
6600 546114 401804 8.501 
6600 541990 402935 8.536 
6600 550459 403032 10.736 
6600 551837 405660 8.582 
6600 544364 403629 11.547 
6600 553197 407507 8.579 
6600 547984 406997 8.989 
6600 541734 405186 11.103 
6600 546026 406736 8.557 
6600 545386 404318 10.6 
6600 555250 406998 10.363 
6600 544371 405399 8.913 
6600 553849 408151 9.214 
6600 548582 404064 10.512 
6600 542946 403598 11.198 
6600 552479 406859 9.304 
6600 543476 403293 12.057 
6600 544690 406289 8.987 
6600 542672 402379 9.284 
6600 549041 405340 9.333 
6600 546200 404292 12.075 
6600 547037 408598 8.578 
6600 526640 386174 8.254 
6600 553858 408317 12.087 
6600 545923 404777 8.962 
6600 537635 397681 8.436 
6600 550333 409376 8.544 
6600 523055 388097 8.224 
6600 546891 401577 12.459 
6600 550311 410706 8.632 
6600 548992 407718 8.583 
6600 551434 408495 10.526 
6600 546855 403006 8.649 
6600 541742 400993 8.815 
6600 543078 406951 8.952 
6600 545246 402570 8.462 
6600 548149 407656 8.582 
6600 546620 405437 10.193 
6600 547986 405362 8.587 
6600 549118 403424 9.998 
6600 537626 398191 8.402 
6600 540925 396864 8.426 
6600 554180 408109 8.893 
6600 546692 404207 11.779 
6600 551623 407811 12.842 
6600 545940 405057 9.408 
6600 527712 389825 8.296 
6600 530165 393209 8.359 
6600 545142 405442 11.553 
6600 553310 409893 8.589 
6600 546969 407004 11.869 
6600 547501 401307 8.502 
6600 541020 402430 8.44 
6600 539552 402284 11.506 
6600 549404 406899 8.582 
6600 541914 404099 8.486 
6600 549086 407536 10.68 
6600 542508 403256 11.216 
6600 548494 407403 8.577 
6600 546453 405693 8.604 
6600 548627 407311 9.385 
6600 545595 404491 8.559 
6600 548590 404945 8.61 
6600 543833 406027 10.704 
6600 547817 406806 10.477 
6600 548760 406659 8.818 
6600 545369 406731 11.72 
6600 546548 407229 8.547 
6600 549768 404579 8.546 
6600 546820 403766 10.218 
6600 543163 406178 11.377 
6600 547142 403743 12.349 
6600 541447 400282 8.469 
6600 550973 404667 11.618 
6600 547179 401839 9.15 
6600 548793 407707 8.576 
6600 544575 404653 10.761 
6600 558091 410833 10.62 
6600 543776 399246 8.47 
6600 550123 408037 10.202 
6600 541144 399227 8.955 
6600 545490 406601 8.57 
6600 541900 405600 9.182 
6600 554911 405147 13.082 
6600 533622 390099 11.024 
6700 540963 396648 9.496 
6700 548811 405376 12.153 
6700 554292 410424 8.651 
6700 544478 403517 9.025 
6700 563916 414804 12.459 
6700 557397 412587 10.481 
6700 557770 415133 8.682 
6700 559631 417825 11.753 
6700 557837 413370 12.387 
6700 552879 410094 8.62 
6700 554265 414907 10.586 
