n porównania przestawienia czas
9000 779400 582391 12.092 
9000 762663 572468 13.448 
9000 771398 579939 12.066 
9000 776918 581052 13.117 
9000 771046 570560 11.933 
9000 776126 582483 12.047 
9000 767974 574573 11.898 
9000 787627 581520 12.071 
9000 781872 576692 14.442 
9000 781315 582011 12.121 
9000 781261 575088 14.544 
9000 780415 578148 12.049 
9000 772694 582582 14.331 
9000 771853 575802 13.944 
9000 768968 573439 11.913 
9000 787326 583005 12.163 
9000 773629 577851 13.651 
9000 778090 581191 12.049 
9000 776340 576586 11.98 
9000 776415 580600 12.027 
9000 777293 581015 12.011 
9000 772636 575922 12.004 
9000 767291 574464 11.953 
9000 770582 574555 11.943 
9000 779794 582685 12.141 
9000 770341 577597 12.029 
9000 775722 582050 14.92 
9000 775070 576362 11.946 
9000 779741 579482 13.39 
9000 780893 577009 14.161 
9000 783024 578435 12.005 
9000 773805 576457 13.376 
9000 781471 578400 12.026 
9000 778677 577312 12.036 
9000 780802 577180 11.964 
9100 785725 585454 13.644 
9100 789471 588189 12.247 
9100 777867 582453 12.055 
9100 790008 585837 12.197 
9100 785684 584136 12.239 
9100 790956 591751 14.652 
9100 791956 587094 13.527 
9100 784980 587960 13.983 
9100 768820 574074 11.887 
9100 792969 588788 13.119 
9100 796288 591307 14.119 
9100 784084 583359 12.759 
9100 777280 585199 12.047 
9100 794877 586410 12.195 
9100 774875 579491 14.904 
9100 752164 562349 11.742 
9100 795664 591702 13.336 
9100 780254 584634 15.869 
9100 784616 588070 12.133 
9100 784418 582028 15.231 
9100 786109 589553 14.667 
9100 789160 589404 12.188 
9100 783064 589582 12.148 
9100 786268 586344 12.171 
9100 801441 591205 12.346 
9100 787626 586411 14.079 
9100 786200 587075 16.153 
9100 763966 562815 14.668 
9100 777540 579357 12.056 
9100 784973 588984 13.19 
9100 794156 591796 14.98 
9100 785798 586997 12.167 
9100 791793 586329 12.161 
9100 791105 591794 14.034 
9100 778431 580064 12.078 
9100 792713 589289 12.266 
9100 792161 583279 12.238 
9100 798107 589559 12.243 
9100 791089 592407 12.18 
9100 794156 593929 13.796 
9100 788169 589025 12.166 
9100 791968 589400 13.698 
9100 775613 576720 12.037 
9100 790192 585478 12.151 
9100 781042 586245 12.238 
9100 788664 585412 14.676 
9100 785702 588782 14.001 
9100 782448 582306 12.154 
9100 777632 579609 15.736 
9100 782612 585565 12.086 
9100 782056 583370 12.462 
9100 788754 588636 13.245 
9100 779519 581672 15.068 
9100 787519 590511 12.167 
9100 797440 587544 12.3 
9100 789941 587617 14.588 
9100 786878 582529 12.104 
9100 791745 585096 12.144 
9100 792861 583460 14.253 
9100 778630 586383 12.123 
9100 776693 579834 12.065 
9100 792332 586872 13.827 
9100 788890 591514 12.251 
9100 785951 586590 12.214 
9100 790659 585752 15.358 
9100 784804 581683 12.072 
9100 767825 574310 16.273 
9100 795101 594161 12.251 
9100 783441 583943 12.139 
9100 784218 583369 12.05 
9100 790687 589572 13.829 
9100 777847 586386 15.692 
9100 782573 588054 16.244 
9100 788456 592513 17.24 
9100 801031 591589 14.059 
9100 775396 579791 12.003 
9100 796116 594375 13.537 
9100 787994 587242 16.906 
9100 785566 588568 12.185 
9100 784835 586137 12.181 
9100 792904 587076 12.208 
9100 791993 589070 12.257 
9100 793413 585806 12.192 
9100 794029 590337 13.581 
9100 796101 588586 12.236 
9100 792232 596940 14.578 
9100 788791 584589 12.146 
9100 789335 587951 16.818 
9100 778625 577703 12.076 
9100 791146 583685 12.109 
9100 784170 585838 12.107 
9100 791634 592331 12.212 
9100 791575 588189 12.187 
9100 789803 591977 12.248 
9100 791795 584583 12.233 
9100 790263 590341 12.161 
9100 781165 582808 12.071 
9100 792113 593117 12.169 
9100 792158 589683 13.499 
9100 779699 584049 12.111 
9200 797347 595183 14.584 
9200 806471 600707 15.611 
9200 792928 591453 15.172 
9200 785921 591833 14.892 
9200 799483 591296 12.272 
9200 795954 586472 12.241 
9200 790486 587775 14.533 
9200 793046 592578 13.901 
9200 794841 591142 13.827 
9200 797571 583248 12.208 
9200 798191 590270 12.729 
9200 794521 596828 15.078 
9200 811889 597497 12.415 
9200 792790 594928 12.302 
9200 801037 597503 12.405 
9200 793778 593959 14.806 
9200 799046 591652 15.508 
9200 800764 593616 12.361 
9200 772853 571793 11.94 
9200 794676 591847 12.304 
9200 800319 599085 12.404 
9200 797717 595256 14.725 
9200 794426 595557 13.342 
9200 798678 592304 12.293 
9200 796237 594642 12.269 
9200 796760 592272 12.326 
9200 790092 594563 12.3 
9200 800112 594144 15.266 
9200 790589 593647 12.298 
9200 798371 594792 15.871 
9200 804764 598770 12.354 
9200 806526 598704 12.395 
9200 795903 596006 14.8 
9200 792027 589395 12.289 
9200 801488 599407 15.755 
9200 793121 589838 16.088 
9200 791193 586367 12.163 
9200 795818 591835 12.394 
9200 780281 582517 12.087 
9200 799279 594835 16.341 
9200 796165 596607 14.533 
9200 797428 593875 12.377 
9200 795711 597486 16.728 
9200 800497 597442 12.334 
9200 792960 592089 12.401 
9200 798367 591827 12.384 
9200 782362 584978 12.103 
9200 799134 592689 13.093 
9200 802771 595888 14.261 
9200 799916 595651 12.334 
9200 793625 593592 12.317 
9200 800825 597520 12.37 
9200 795385 595748 12.349 
9200 785104 578390 15.045 
9200 803656 593038 12.361 
9200 793707 592388 15.712 
9200 782832 589908 12.199 
9200 796956 590040 12.303 
9200 796985 595395 12.422 
9200 792954 593709 13.462 
9200 778930 581702 14.06 
9200 794824 596057 12.376 
9200 796132 595943 12.299 
9200 795347 593004 12.963 
9200 802968 596980 13.438 
9200 800416 592473 12.341 
9200 793485 596676 15.112 
9200 791804 594809 17.614 
9200 799332 591365 14.372 
9200 790450 593236 13.952 
9200 803310 592914 12.298 
9200 793676 585496 15.685 
9200 794881 586556 12.242 
9200 792482 596132 17.575 
9200 792146 592351 12.347 
9200 800628 599001 18.527 
9200 797667 592184 12.223 
9200 798589 593599 14.607 
9200 788211 592796 14.726 
9200 782507 582842 12.149 
9200 789969 589473 12.237 
9200 800496 598413 13.934 
9200 801708 598445 12.575 
9200 787977 591670 14.859 
9200 796683 590712 15.246 
9200 808680 599067 12.458 
9200 792521 592051 12.247 
9200 788700 589521 12.2 
9200 794973 591840 16.134 
9200 783588 588546 13.533 
9200 790498 588601 13.826 
9200 797452 594112 12.379 
9200 790804 590868 13.656 
9200 791998 591963 13.71 
9200 798904 596790 12.432 
9200 803810 598017 12.353 
9200 801495 596420 12.331 
9200 790669 592764 15.35 
9200 807271 598621 14.004 
9200 796373 596312 13.753 
9300 795578 591417 13.808 
9300 811360 599759 14.117 
9300 803901 602049 12.451 
9300 811338 599366 12.46 
9300 812591 600130 12.49 
9300 802662 591947 12.333 
9300 801218 602952 14.66 
9300 793492 591824 12.268 
9300 804368 600419 12.456 
9300 801626 600737 12.438 
9300 804734 597991 12.428 
9300 806066 604017 12.477 
9300 799770 596039 12.459 
9300 807704 602822 14.466 
9300 808317 601043 12.429 
9300 805581 599081 12.506 
9300 796097 585853 12.254 
9300 801056 597912 12.408 
9300 791691 594275 15.427 
9300 808966 605095 12.553 
9300 812254 599034 16.273 
9300 804907 600392 15.445 
9300 805838 594893 12.379 
9300 810465 600030 12.47 
9300 810413 604084 13.458 
9300 803141 597118 12.309 
9300 807799 607106 12.515 
9300 805095 598562 12.409 
9300 772509 574834 14.439 
9300 803392 599014 12.43 
9300 813065 600733 12.51 
9300 809547 603914 14.072 
9300 808017 595884 14.665 
9300 805868 598535 12.44 
9300 802470 598176 12.441 
9300 791061 584235 15.226 
9300 808329 601793 12.584 
9300 806135 604343 16.072 
9300 800153 594482 12.333 
9300 803580 599265 15.768 
9300 804746 598635 14.979 
9300 801368 594416 12.356 
9300 805332 596308 12.4 
9300 804660 604778 14.197 
9300 773254 573941 12.017 
9300 807908 602223 12.472 
9300 806614 605492 12.425 
9300 808309 599439 12.43 
9300 808219 600850 13.651 
9300 797770 598059 12.44 
9300 807867 600235 14.932 
9300 804521 603157 12.471 
9300 805863 602162 12.527 
9300 791664 591616 14.458 
9300 812735 601592 16.034 
9300 802744 602390 12.465 
9300 797029 596630 15.202 
9300 815620 607996 15.621 
9300 810235 606568 15.241 
9300 807876 600270 12.461 
9300 805753 597958 15.306 
9300 801068 593062 12.396 
9300 814134 607704 13.902 
9300 805235 602790 12.484 
9300 807948 600765 12.444 
9300 807586 603373 14.093 
9300 811142 604913 12.433 
9300 803890 603478 12.497 
9300 810957 601717 13.474 
9300 803474 598251 14.41 
9300 781274 582906 14.663 
9300 807001 603366 16.181 
9300 815305 601726 15.951 
9300 815764 607275 12.565 
9300 802512 603643 13.916 
9300 799949 595501 14.715 
9300 806206 600044 12.452 
9300 812533 600394 14.593 
9300 805756 598728 14.049 
9300 812703 607613 14.797 
9300 793536 595205 12.291 
9300 800824 599207 12.363 
9300 810844 605544 12.484 
9300 807984 597979 16.125 
9300 786328 579057 12.102 
9300 747006 558349 11.736 
9300 807672 599422 13.688 
9300 786105 587172 15.018 
9300 803113 598330 12.433 
9300 803405 601375 12.437 
9300 809067 599091 12.426 
9300 817056 602767 12.565 
9300 814016 598647 14.259 
9300 806364 603144 12.508 
9300 821676 606584 12.679 
9300 812802 603461 15.449 
9300 816940 601277 15.527 
9300 806525 604752 15.833 
9300 803695 599880 14.064 
9300 802543 602850 12.568 
9400 820807 612499 16.432 
9400 819449 610541 12.639 
9400 815084 607114 12.555 
9400 811509 606115 12.588 
9400 816488 608189 12.56 
9400 796665 594215 12.379 
9400 820204 615597 15.781 
9400 827280 613019 13.923 
9400 816083 611211 17.607 
9400 820458 612231 12.649 
9400 823224 611804 12.716 
9400 817914 607162 12.512 
9400 825579 619725 15.431 
9400 814598 609717 16.78 
9400 816416 610111 14.907 
9400 817724 608654 13.399 
9400 821543 614982 13.291 
9400 811569 605835 12.565 
9400 819024 609157 14.946 
9400 814481 611731 12.647 
9400 814342 612813 12.603 
9400 820522 607476 14.353 
9400 819138 608150 12.567 
9400 802379 596771 16.756 
9400 827886 613680 12.703 
9400 809292 601223 12.522 
9400 813344 609923 12.754 
9400 813439 611697 15.477 
9400 812860 602689 12.621 
9400 811320 607428 15.688 
9400 805717 604870 16.561 
9400 815527 606175 12.616 
9400 813153 609411 12.642 
9400 823238 612352 16.901 
9400 821203 611850 15.815 
9400 812893 609028 12.593 
9400 817276 608039 12.613 
9400 824545 611223 12.695 
9400 821220 608261 15.247 
9400 813227 608810 12.654 
9400 818347 607823 16.818 
9400 804840 604180 14.022 
9400 817901 608915 12.642 
9400 818035 613394 15.985 
9400 803053 603287 14.762 
9400 822664 613319 15.856 
9400 810385 608926 15.165 
9400 825056 609468 12.702 
9400 806100 604247 17.982 
9400 816015 607569 12.509 
9400 818068 610689 12.657 
9400 813888 611106 14.028 
9400 818285 615749 14.722 
9400 823971 613966 12.663 
9400 824206 617094 14.787 
9400 813836 602802 13.896 
9400 814323 604321 14.108 
9400 816012 607782 17.127 
9400 818876 614293 12.635 
9400 818107 609789 18.394 
9400 820570 610804 12.626 
9400 822847 614525 13.83 
9400 812262 608064 12.609 
9400 819660 613612 14.595 
9400 815587 610930 13.707 
9400 814495 605808 12.579 
9400 820147 614708 12.693 
9400 815924 608718 15.06 
9400 820471 606262 12.604 
9400 816343 606943 12.628 
9400 820834 607715 15.477 
9400 818398 611851 12.748 
9400 810683 611194 16.951 
9400 813872 604678 13.283 
9400 826544 612484 12.716 
9400 825762 610479 20.014 
9400 826823 610088 12.72 
9400 819450 616288 16.26 
9400 805958 607142 13.951 
9400 814662 613553 13.424 
9400 822530 611192 16.417 
9400 830104 614450 12.775 
9400 813887 609483 14.379 
9400 822978 616744 15.161 
9400 819838 606671 14.979 
9400 811254 604730 12.572 
9400 814930 612277 12.579 
9400 809194 602944 12.487 
9400 820820 611862 12.646 
9400 812910 608150 12.562 
9400 814814 611014 12.619 
9400 822813 607657 12.668 
9400 816315 608144 12.61 
9400 825306 608941 16.083 
9400 808968 606477 12.537 
9400 817264 606402 12.569 
9400 816907 610354 12.655 
9400 816378 610620 15.895 
9400 819428 611436 15.195 
9400 824329 609893 15.045 
9500 829564 618325 15.894 
9500 828997 619569 15.552 
9500 828498 619823 12.824 
9500 826311 616976 12.742 
9500 831881 613491 12.714 
9500 821201 614869 12.699 
9500 829757 609975 12.751 
9500 824967 614012 12.676 
9500 818525 610953 13.938 
9500 819273 614167 14.207 
9500 828786 618202 15.992 
9500 833641 621099 14.318 
9500 825547 618151 12.781 
9500 828122 616219 12.721 
9500 826221 622771 12.757 
9500 822872 618024 15.659 
9500 823321 615647 13.007 
9500 828602 619211 12.839 
9500 825111 613268 12.696 
9500 825661 613166 12.757 
9500 827003 619726 12.879 
9500 827090 615290 14.508 
9500 825375 617024 12.813 
9500 816058 607192 12.629 
9500 828387 617265 12.725 
9500 829281 614477 12.748 
9500 830049 613708 12.776 
9500 827764 615589 14.104 
9500 825187 614440 13.982 
9500 822952 620417 12.769 
9500 822402 616897 12.755 
9500 825179 612121 12.718 
9500 822306 615179 12.774 
9500 828120 622337 12.802 
9500 830812 618489 15.085 
9500 821535 615138 12.837 
9500 828526 618315 13.425 
9500 825854 615577 16.741 
9500 814673 614499 15.666 
9500 822587 614630 12.72 
9500 832122 622857 12.824 
9500 830192 620650 12.839 
9500 822337 617836 12.711 
9500 838157 622917 16.154 
9500 823388 619038 15.742 
9500 822868 617098 13.848 
9500 836961 618884 15.132 
9500 816056 609275 16.056 
9500 823701 616388 18.131 
9500 836646 624215 12.839 
9500 835025 619877 12.791 
9500 818815 615729 12.769 
9500 821052 617398 14.084 
9500 827564 618039 14.532 
9500 816573 605694 12.564 
9500 825528 614273 12.727 
9500 825799 616699 12.792 
9500 832476 617530 12.815 
9500 820275 616235 12.657 
9500 826583 615695 12.822 
9500 829234 615871 15.263 
9500 824030 610509 12.636 
9500 827074 620709 12.857 
9500 821305 616621 12.793 
9500 821606 614605 16.523 
9500 828046 615970 12.891 
9500 823190 608097 15.585 
9500 822484 615795 17.681 
9500 834558 621129 12.797 
9500 833365 621099 12.788 
9500 830133 621024 16.735 
9500 828541 614205 12.744 
9500 841962 623076 12.898 
9500 831269 623783 12.892 
9500 832961 620788 12.824 
9500 832099 616835 12.806 
9500 822223 610150 12.642 
9500 829374 615386 12.732 
9500 816603 606946 12.675 
9500 825473 615772 12.734 
9500 836219 621678 12.79 
9500 829285 620076 15.592 
9500 825450 617990 12.703 
9500 822137 618177 12.798 
9500 835391 618611 12.784 
9500 824943 613208 13.475 
9500 831286 617995 12.837 
9500 834627 623211 12.873 
9500 830981 613006 16.357 
9500 826021 618014 13.424 
9500 828116 621736 16.125 
9500 815310 614735 18.238 
9500 829792 616627 14.514 
9500 843919 626794 12.917 
9500 830136 616198 12.784 
9500 822515 610598 12.699 
9500 829641 622174 12.805 
9500 822369 617993 12.895 
9500 834034 615128 14.583 
9500 831198 614384 12.734 
9600 825978 620210 15.757 
9600 834322 625195 15.894 
9600 829450 621395 13.107 
9600 832515 619751 12.869 
9600 839743 625275 12.958 
9600 835487 624055 14.39 
9600 835509 626178 12.965 
9600 829289 622409 16.172 
9600 844982 629544 13.007 
9600 844801 625257 12.908 
9600 833545 619758 14.391 
9600 833209 623938 12.848 
9600 823553 622841 12.825 
9600 841947 621763 12.986 
9600 839984 627881 12.897 
9600 842899 626905 13.008 
9600 841886 625918 12.961 
9600 837243 626766 12.965 
9600 844073 627382 14.065 
9600 828022 621259 16.087 
9600 837978 620845 12.955 
9600 835570 619333 12.903 
9600 838096 624538 13.009 
9600 826001 613353 12.79 
9600 827900 616569 15.446 
9600 831573 620850 12.902 
9600 843556 628376 12.975 
9600 831327 622888 15.946 
9600 828359 623332 12.908 
9600 844547 627364 12.92 
9600 834520 621646 12.931 
9600 843123 625262 14.616 
9600 835985 624601 12.876 
9600 836227 627700 12.98 
9600 830191 615467 14.727 
9600 821448 619566 15.409 
9600 837597 627186 12.922 
9600 837996 625491 12.886 
9600 829719 618547 12.819 
9600 827554 618469 12.752 
9600 836596 618565 14.368 
9600 844152 629665 13.949 
9600 834593 621897 12.958 
9600 834254 623577 16.268 
9600 832204 618844 12.886 
9600 836065 616230 14.033 
9600 834697 623296 15.643 
9600 830498 621974 12.893 
9600 833348 626388 14.831 
9600 836212 620952 12.892 
9600 842761 624301 17.008 
9600 840852 625780 12.946 
9600 839966 621883 12.907 
9600 834769 624072 14.185 
9600 833689 616273 15.684 
9600 836542 623066 12.945 
9600 835794 627719 13.032 
9600 840124 624634 15.286 
9600 837285 627798 13.015 
9600 835098 626219 12.857 
9600 845643 629920 15.295 
9600 842982 624316 12.949 
9600 837552 621788 15.408 
9600 839131 623414 12.99 
9600 828685 613332 15.081 
9600 833678 622434 12.805 
9600 833322 622131 15.032 
9600 831994 619521 12.844 
9600 839092 627195 16.274 
9600 844372 625185 13.012 
9600 832457 621777 13.889 
9600 841413 623517 12.959 
9600 827160 616284 12.814 
9600 835151 619317 14.339 
9600 832806 624679 16.857 
9600 841225 620058 12.917 
9600 845709 628603 13.001 
9600 822592 613450 12.694 
9600 838538 625717 13.608 
9600 841490 626057 16.657 
9600 835633 625755 12.918 
9600 836154 628964 15.683 
9600 829678 625657 12.839 
9600 844258 628772 13.054 
9600 831361 621362 12.929 
9600 833312 620688 14.345 
9600 835667 623779 14.084 
9600 841973 628662 14.648 
9600 848195 626593 15.991 
9600 842144 625545 15.356 
9600 841767 626009 12.967 
9600 828276 622787 12.831 
9600 831548 624804 12.923 
9600 842300 627180 12.991 
9600 836626 622068 12.885 
9600 832517 618225 12.831 
9600 839646 621797 12.94 
9600 817194 612340 12.713 
9600 840883 628921 15.075 
9600 838975 626321 14.955 
9700 840553 629443 14.197 
9700 844633 627898 13.027 
9700 835300 626093 13.03 
9700 853997 627773 13.082 
9700 836035 627620 12.939 
9700 843083 629124 13.046 
9700 834320 618142 12.799 
9700 846523 634104 17.333 
9700 846799 632546 14.656 
9700 845210 626640 15.024 
9700 846397 629918 14.716 
9700 850457 632500 13.066 
9700 852004 630050 14.631 
9700 845595 632041 13.865 
9700 843349 628938 13.064 
9700 844749 630200 13.023 
9700 842522 627578 12.95 
9700 845895 629281 13.063 
9700 832423 616108 14.872 
9700 834922 630229 13.045 
9700 852852 634684 13.018 
9700 839291 622737 12.946 
9700 844931 631406 15.386 
9700 834852 620012 12.913 
9700 853871 633971 13.114 
9700 838685 628723 12.978 
9700 846317 627494 16.221 
9700 857933 635413 13.07 
9700 836946 625301 12.964 
9700 841369 627340 17.419 
9700 848718 637316 13.145 
9700 844062 627121 18.75 
9700 841997 630002 13.04 
9700 845010 629958 13.055 
9700 842475 626978 14.899 
9700 841843 627540 13.591 
9700 846821 632686 13.115 
9700 842185 627361 15.613 
9700 846054 626410 15.32 
